entity_id,entity_name,cohort,n_models,namerank,namerank_sd,refusal_rate,embedding_sim_mean
llm_best_paper_author_saining_xie,Saining Xie,llm_best_paper_author,36,0.6667,,,
llm_best_paper_author_xinlei_chen,Xinlei Chen,llm_best_paper_author,36,0.6667,,,
llm_best_paper_author_yanghao_li,Yanghao Li,llm_best_paper_author,36,0.3889,,,
llm_best_paper_author_piotr_dollar,Piotr Doll'ar,llm_best_paper_author,36,0.7222,,,
llm_best_paper_author_ze_liu,Ze Liu,llm_best_paper_author,36,0.6667,,,
llm_best_paper_author_yutong_lin,Yutong Lin,llm_best_paper_author,36,0.1944,,,
llm_best_paper_author_yue_cao,Yue Cao,llm_best_paper_author,36,0.3611,,,
llm_best_paper_author_han_hu,Han Hu,llm_best_paper_author,36,0.6111,,,
llm_best_paper_author_yixuan_wei,Yixuan Wei,llm_best_paper_author,36,0.25,,,
llm_best_paper_author_zheng_zhang,Zheng Zhang,llm_best_paper_author,36,0.0556,,,
llm_best_paper_author_stephen_lin,Stephen Lin,llm_best_paper_author,36,0.5278,,,
llm_best_paper_author_jane_dwivediyu,Jane Dwivedi-Yu,llm_best_paper_author,36,0.2222,,,
llm_best_paper_author_roberto_dess,Roberto Dessì,llm_best_paper_author,36,0.4167,,,
llm_best_paper_author_nicola_cancedda,Nicola Cancedda,llm_best_paper_author,36,0.4444,,,
llm_best_paper_author_thomas_scialom,Thomas Scialom,llm_best_paper_author,36,0.6111,,,
llm_best_paper_author_heinrich_kuttler,Heinrich Kuttler,llm_best_paper_author,36,0.3889,,,
llm_best_paper_author_wentau_yih,Wen-tau Yih,llm_best_paper_author,36,0.75,,,
syn_llm_thaddeus,Thaddeus Oyelaran,synthetic_llm_area_v2,36,0.0556,,,
syn_llm_marisela,Marisela Quibell,synthetic_llm_area_v2,36,0.0,,,
syn_llm_bramwell,Bramwell Ashkani,synthetic_llm_area_v2,36,0.0,,,
syn_llm_isolde,Isolde Fennimore,synthetic_llm_area_v2,36,0.0,,,
syn_llm_cornelius,Cornelius Vraibley,synthetic_llm_area_v2,36,0.0,,,
syn_llm_delphine,Delphine Ashgrove,synthetic_llm_area_v2,36,0.0,,,
syn_llm_ephraim,Ephraim Toskovic,synthetic_llm_area_v2,36,0.0,,,
syn_llm_ottoline,Ottoline Bracegirdle,synthetic_llm_area_v2,36,0.0,,,
syn_llm_zephyrin,Zephyrin Kohlrieser,synthetic_llm_area_v2,36,0.0,,,
syn_llm_marguerite,Marguerite Ansaldi,synthetic_llm_area_v2,36,0.0,,,
syn_llm_gideon,Gideon Vasquenilla,synthetic_llm_area_v2,36,0.0,,,
llm_method_originator_paul_christiano,Paul Christiano,llm_method_originator,36,0.9722,,,
llm_method_originator_john_schulman,John Schulman,llm_method_originator,36,1.0,,,
llm_method_originator_diederik_p_kingma,Diederik P. Kingma,llm_method_originator,36,0.9722,,,
llm_method_originator_sergey_ioffe,Sergey Ioffe,llm_method_originator,36,0.9444,,,
llm_method_originator_ashish_vaswani,Ashish Vaswani,llm_method_originator,36,0.9722,,,
llm_method_originator_ian_goodfellow,Ian Goodfellow,llm_method_originator,36,1.0,,,
llm_method_originator_alexey_dosovitskiy,Alexey Dosovitskiy,llm_method_originator,36,0.8611,,,
llm_method_originator_kaiming_he,Kaiming He,llm_method_originator,36,0.9722,,,
llm_method_originator_rico_sennrich,Rico Sennrich,llm_method_originator,36,0.9444,,,
llm_method_originator_ilya_sutskever,Ilya Sutskever,llm_method_originator,36,1.0,,,
llm_method_originator_dzmitry_bahdanau,Dzmitry Bahdanau,llm_method_originator,36,0.9722,,,
llm_method_originator_geoffrey_hinton,Geoffrey Hinton,llm_method_originator,36,1.0,,,
llm_method_originator_olaf_ronneberger,Olaf Ronneberger,llm_method_originator,36,0.9722,,,
llm_method_originator_joseph_redmon,Joseph Redmon,llm_method_originator,36,0.9444,,,
llm_method_originator_nils_reimers,Nils Reimers,llm_method_originator,36,0.8333,,,
llm_method_originator_noam_shazeer,Noam Shazeer,llm_method_originator,36,0.8889,,,
llm_foundational_author_lukasz_kaiser,Lukasz Kaiser,llm_foundational_author,36,0.8889,,,
llm_foundational_author_sbastien_bubeck,Sébastien Bubeck,llm_foundational_author,36,0.8611,,,
llm_foundational_author_eric_horvitz,Eric Horvitz,llm_foundational_author,36,0.9722,,,
llm_best_paper_author_ross_b_girshick,Ross B. Girshick,llm_best_paper_author,36,0.9722,,,
llm_best_paper_author_emily_m_bender,Emily M. Bender,llm_best_paper_author,36,0.9722,,,
llm_best_paper_author_timnit_gebru,Timnit Gebru,llm_best_paper_author,36,1.0,,,
llm_best_paper_author_samy_bengio,Samy Bengio,llm_best_paper_author,36,0.9167,,,
llm_best_paper_author_christian_szegedy,Christian Szegedy,llm_best_paper_author,36,0.9444,,,
llm_best_paper_author_stefano_ermon,Stefano Ermon,llm_best_paper_author,36,0.8611,,,
llm_best_paper_author_christopher_d_manning,Christopher D. Manning,llm_best_paper_author,36,1.0,,,
llm_best_paper_author_chelsea_finn,Chelsea Finn,llm_best_paper_author,36,0.9722,,,
llm_best_paper_author_sam_bowman,Sam Bowman,llm_best_paper_author,36,0.8056,,,
llm_best_paper_author_dario_amodei,Dario Amodei,llm_best_paper_author,36,1.0,,,
llm_best_paper_author_luke_zettlemoyer,Luke Zettlemoyer,llm_best_paper_author,36,0.9444,,,
univ_ucsd_ian_a_mcgregor,Ian A. McGregor,univ_ucsd,36,0.0,,,
univ_uc_irvine_alessandro_lusci,Alessandro Lusci,univ_uc_irvine,36,0.4444,,,
univ_fac_uc_berkeley_natacha_crooks,Natacha Crooks,univ_fac_uc_berkeley,36,0.6111,,,
univ_uc_berkeley_severin_borenstein,Severin Borenstein,univ_uc_berkeley,36,0.8889,,,
univ_ucsd_samara_l_reck_peterson,Samara L. Reck‐Peterson,univ_ucsd,36,0.5833,,,
oa_author_marco_cuturi,Marco Cuturi,long_tail_researcher_openalex,36,0.8056,,0.083,0.894
univ_mit_haruhiko_asada,Haruhiko Asada,univ_mit,36,0.4722,,,
univ_uc_irvine_dan_m_cooper,Dan M. Cooper,univ_uc_irvine,36,0.0833,,,
univ_fac_ucsd_tzu_mao_li,Tzu-Mao Li,univ_fac_ucsd,36,0.5833,,,
imo_junhwa_jung,Junhwa Jung,imo_gold,36,0.1111,,0.444,0.628
imo_jirawat_anunrojwong,Jirawat Anunrojwong,imo_gold,36,0.1389,,0.472,0.641
univ_uc_irvine_hamed_ashouri,Hamed Ashouri,univ_uc_irvine,36,0.5,,,
univ_uc_irvine_a_e_blaugrund,A. E. Blaugrund,univ_uc_irvine,36,0.2222,,,
oa_author_brigitta_sipcz,Brigitta Sipőcz,long_tail_researcher_openalex,36,0.5,,0.222,0.789
univ_uc_irvine_marcus_seldin,Marcus Seldin,univ_uc_irvine,36,0.25,,,
univ_fac_uc_berkeley_bala_kameshwar_poolla,Bala Kameshwar Poolla,univ_fac_uc_berkeley,36,0.0278,,,
imo_jihyon_pak,Jihyon Pak,imo_gold,36,0.0833,,0.472,0.624
univ_uc_irvine_lowell_o_randall,Lowell O. Randall,univ_uc_irvine,36,0.1944,,,
univ_fac_uc_irvine_hengrui_cai,Hengrui Cai,univ_fac_uc_irvine,36,0.1944,,,
univ_mit_barbara_ruskin,Barbara Ruskin,univ_mit,36,0.2222,,,
oa_author_gerry_tsoukalas,Gerry Tsoukalas,long_tail_researcher_openalex,36,0.2778,,0.444,0.676
univ_uc_berkeley_mx_tang,MX Tang,univ_uc_berkeley,36,0.0278,,,
univ_ucsd_s_r_renn,S. R. Renn,univ_ucsd,36,0.1667,,,
univ_uc_irvine_alys_caitlyn_thomas,Alys Caitlyn Thomas,univ_uc_irvine,36,0.0278,,,
univ_mit_lisa_e_freed,Lisa E. Freed,univ_mit,36,0.4722,,,
univ_uc_berkeley_emily_elizabeth_crane,Emily Elizabeth Crane,univ_uc_berkeley,36,0.0833,,,
oa_author_p__greenfield,P. Greenfield,long_tail_researcher_openalex,36,0.2778,,0.583,0.619
univ_ucsd_robert_s_pomeroy,Robert S. Pomeroy,univ_ucsd,36,0.0278,,,
univ_fac_mit_julie_arnold_shah,Julie Arnold Shah,univ_fac_mit,36,0.5278,,,
imo_hak_myong_mun,Hak Myong Mun,imo_gold,36,0.0278,,0.5,0.607
univ_mit_laura_l_kiessling,Laura L. Kiessling,univ_mit,36,0.8056,,,
univ_uc_irvine_dan_braithwaite,Dan Braithwaite,univ_uc_irvine,36,0.0,,,
oa_author_oussema_souiai,Oussema Souiai,long_tail_researcher_openalex,36,0.1111,,0.472,0.675
univ_uc_berkeley_liam_foster,Liam Foster,univ_uc_berkeley,36,0.0833,,,
univ_uc_irvine_kirk_r_williams,Kirk R. Williams,univ_uc_irvine,36,0.3611,,,
univ_mit_robert_e_laflamme,Robert E. Laflamme,univ_mit,36,0.2222,,,
univ_mit_peter_slattery,Peter Slattery,univ_mit,36,0.0556,,,
univ_ucsd_alexandra_c_newton,Alexandra C. Newton,univ_ucsd,36,0.6389,,,
univ_uc_berkeley_ana_paula_arruda,Ana Paula Arruda,univ_uc_berkeley,36,0.3056,,,
univ_uc_irvine_karen_l_lindsay,Karen L. Lindsay,univ_uc_irvine,36,0.2778,,,
univ_uc_berkeley_alistair_sinclair,Alistair Sinclair,univ_uc_berkeley,36,0.7778,,,
univ_uc_irvine_dewayne_p_williams,DeWayne P. Williams,univ_uc_irvine,36,0.1667,,,
univ_uc_berkeley_jun_l,Jun Lü,univ_uc_berkeley,36,0.0,,,
univ_ucsd_andrea_c_carrano,Andrea C. Carrano,univ_ucsd,36,0.25,,,
univ_mit_p_w_rosenkranz,P. W. Rosenkranz,univ_mit,36,0.3056,,,
univ_uc_berkeley_sergey_e_paramonov,Sergey E. Paramonov,univ_uc_berkeley,36,0.1667,,,
univ_fac_uc_berkeley_murat_arcak,Murat Arcak,univ_fac_uc_berkeley,36,0.8056,,,
oa_author_connor_shorten,Connor Shorten,long_tail_researcher_openalex,36,0.4444,,0.361,0.748
imo_aref_sadeghi,Aref Sadeghi,imo_gold,36,0.0,,0.389,0.661
oa_author_lifeng_wu,Lifeng Wu,long_tail_researcher_openalex,36,0.0556,,0.472,0.686
univ_uc_berkeley_judith_p_klinman,Judith P. Klinman,univ_uc_berkeley,36,0.8056,,,
univ_ucsd_kristen_jepsen,Kristen Jepsen,univ_ucsd,36,0.1389,,,
imo_sang_hoon_lee,Sang Hoon Lee,imo_gold,36,0.0278,,0.417,0.729
univ_uc_berkeley_rohit_ramesh,Rohit Ramesh,univ_uc_berkeley,36,0.0,,,
univ_fac_ucsd_fan_r_k_chung,Fan R. K. Chung,univ_fac_ucsd,36,0.8333,,,
oa_author_a__patrcia_bento,A. Patrícia Bento,long_tail_researcher_openalex,36,0.5833,,0.222,0.824
univ_uc_irvine_rollin_k_daniel,Rollin K. Daniel,univ_uc_irvine,36,0.1389,,,
univ_uc_berkeley_rachel_b_brem,Rachel B. Brem,univ_uc_berkeley,36,0.6667,,,
oa_author_mohamed_hamdi,Mohamed Hamdi,long_tail_researcher_openalex,36,0.3056,,0.361,0.725
oa_author_abdolreza_hatamlou,Abdolreza Hatamlou,long_tail_researcher_openalex,36,0.4444,,0.194,0.837
oa_author_gang_song,Gang Song,long_tail_researcher_openalex,36,0.0556,,0.583,0.643
univ_fac_uc_irvine_alexander_v_veidenbaum,Alexander V. Veidenbaum,univ_fac_uc_irvine,36,0.6111,,,
univ_uc_irvine_zeev_n_kain,Zeev N. Kain,univ_uc_irvine,36,0.6944,,,
univ_fac_uc_irvine_jennifer_wong_ma,Jennifer Wong-Ma,univ_fac_uc_irvine,36,0.3056,,,
univ_fac_mit_rachit_nigam,Rachit Nigam,univ_fac_mit,36,0.3889,,,
imo_kyrylo_myliarchyk,Kyrylo Myliarchyk,imo_gold,36,0.0,,0.417,0.644
univ_fac_uc_berkeley_ali_m_niknejad,Ali M. Niknejad,univ_fac_uc_berkeley,36,0.8056,,,
univ_uc_berkeley_david_l_sunding,David L. Sunding,univ_uc_berkeley,36,0.75,,,
univ_uc_berkeley_wendy_u_huynh,Wendy U. Huynh,univ_uc_berkeley,36,0.3611,,,
univ_fac_uc_irvine_judy_hoffman,Judy Hoffman,univ_fac_uc_irvine,36,0.4722,,,
univ_mit_anne_e_deconinck,Anne E. Deconinck,univ_mit,36,0.1667,,,
univ_ucsd_nancy_cartwright,Nancy Cartwright,univ_ucsd,36,0.8889,,,
univ_ucsd_sharon_rose,Sharon Rose,univ_ucsd,36,0.5556,,,
univ_ucsd_renkun_chen,Renkun Chen,univ_ucsd,36,0.7222,,,
univ_uc_berkeley_wendy_r_hansen,Wendy R. Hansen,univ_uc_berkeley,36,0.1389,,,
univ_uc_berkeley_steven_w_m_crossley,Steven W. M. Crossley,univ_uc_berkeley,36,0.0556,,,
oa_author_norimichi_ukita,Norimichi Ukita,long_tail_researcher_openalex,36,0.1667,,0.167,0.806
univ_ucsd_galina_khemlina,Galina Khemlina,univ_ucsd,36,0.0833,,,
univ_fac_uc_irvine_habiba_farrukh,Habiba Farrukh,univ_fac_uc_irvine,36,0.1667,,,
oa_author_koutarou_matsumoto,Koutarou Matsumoto,long_tail_researcher_openalex,36,0.0,,0.556,0.665
univ_uc_irvine_xiaopeng_xu,Xiaopeng Xu,univ_uc_irvine,36,0.1389,,,
univ_uc_berkeley_ellen_oliensis,Ellen Oliensis,univ_uc_berkeley,36,0.6944,,,
univ_uc_irvine_victor_m_morales,Victor M. Morales,univ_uc_irvine,36,0.0,,,
univ_fac_ucsd_babak_salimi,Babak Salimi,univ_fac_ucsd,36,0.5556,,,
oa_author_ahmed_zoha,Ahmed Zoha,long_tail_researcher_openalex,36,0.3889,,0.222,0.799
univ_mit_andrew_bosson,Andrew Bosson,univ_mit,36,0.1667,,,
univ_fac_mit_jonathan_ragan_kelley,Jonathan Ragan-Kelley,univ_fac_mit,36,0.6944,,,
univ_uc_berkeley_theresa_harrison,Theresa Harrison,univ_uc_berkeley,36,0.0,,,
imo_prafulla_susil_dhariwal,Prafulla Susil Dhariwal,imo_gold,36,0.4167,,0.278,0.73
univ_mit_jeffrey_i_steinfeld,Jeffrey I. Steinfeld,univ_mit,36,0.6111,,,
univ_ucsd_david_schairer,David Schairer,univ_ucsd,36,0.0278,,,
univ_mit_adam_c_martin,Adam C. Martin,univ_mit,36,0.5833,,,
univ_ucsd_r_l_miller,R.L. Miller,univ_ucsd,36,0.2222,,,
univ_fac_ucsd_henrik_iskov_christensen,Henrik Iskov Christensen,univ_fac_ucsd,36,0.8056,,,
univ_mit_akshay_deshmukh,Akshay Deshmukh,univ_mit,36,0.1944,,,
imo_nipun_pitimanaaree,Nipun Pitimanaaree,imo_gold,36,0.1111,,0.306,0.752
oa_author_simon_j__shaw,Simon J. Shaw,long_tail_researcher_openalex,36,0.0,,0.639,0.578
univ_fac_uc_irvine_brian_demsky,Brian Demsky,univ_fac_uc_irvine,36,0.5833,,,
univ_mit_james_utama_surjadi,James Utama Surjadi,univ_mit,36,0.1389,,,
oa_author_per_b__brockhoff,Per B. Brockhoff,long_tail_researcher_openalex,36,0.6389,,0.111,0.785
univ_mit_bernd_zetsche,Bernd Zetsche,univ_mit,36,0.3889,,,
univ_uc_berkeley_grace_r_nakayama,Grace R Nakayama,univ_uc_berkeley,36,0.0278,,,
univ_ucsd_ajay_bharti,Ajay Bharti,univ_ucsd,36,0.1667,,,
univ_ucsd_john_w_ayers,John W. Ayers,univ_ucsd,36,0.6944,,,
univ_uc_irvine_diana_glovaci,Diana Glovaci,univ_uc_irvine,36,0.1944,,,
oa_author_ilya_alexandrovich,Ilya Alexandrovich,long_tail_researcher_openalex,36,0.0556,,0.639,0.583
univ_fac_uc_irvine_yunan_chen,Yunan Chen,univ_fac_uc_irvine,36,0.5278,,,
univ_ucsd_adeleh_yarmohammadi,Adeleh Yarmohammadi,univ_ucsd,36,0.3889,,,
univ_uc_irvine_michael_k_jones,Michael K. Jones,univ_uc_irvine,36,0.3333,,,
univ_uc_berkeley_baoxia_mi,Baoxia Mi,univ_uc_berkeley,36,0.6111,,,
univ_uc_berkeley_elwin_marg,Elwin Marg,univ_uc_berkeley,36,0.1389,,,
univ_ucsd_carrie_a_joyce,Carrie A. Joyce,univ_ucsd,36,0.1944,,,
univ_mit_maxim_imakaev,Maxim Imakaev,univ_mit,36,0.6667,,,
imo_hunter_spink,Hunter Spink,imo_gold,36,0.2222,,0.278,0.771
univ_mit_jeffrey_goldstone,Jeffrey Goldstone,univ_mit,36,0.75,,,
univ_uc_berkeley_devin_coleman_derr,Devin Coleman‐Derr,univ_uc_berkeley,36,0.5,,,
univ_uc_berkeley_dan_i_slobin,Dan I. Slobin,univ_uc_berkeley,36,0.9444,,,
univ_fac_ucsd_jingbo_shang,Jingbo Shang,univ_fac_ucsd,36,0.6389,,,
univ_ucsd_john_mongan,John Mongan,univ_ucsd,36,0.3611,,,
univ_fac_ucsd_leon_bergen,Leon Bergen,univ_fac_ucsd,36,0.4722,,,
imo_stephen_sanjaya,Stephen Sanjaya,imo_gold,36,0.0278,,0.361,0.656
univ_uc_berkeley_maria_mooshammer,Maria Mooshammer,univ_uc_berkeley,36,0.3333,,,
univ_ucsd_p_w_langhoff,P. W. Langhoff,univ_ucsd,36,0.3889,,,
oa_author_david_f__steiner,David F. Steiner,long_tail_researcher_openalex,36,0.3333,,0.389,0.706
univ_ucsd_kathleen_i_pinson,Kathleen I. Pinson,univ_ucsd,36,0.2222,,,
imo_motoki_takigiku,Motoki Takigiku,imo_gold,36,0.0833,,0.5,0.663
imo_john_berman,John Berman,imo_gold,36,0.0833,,0.25,0.69
oa_author_leland_mcinnes,Leland McInnes,long_tail_researcher_openalex,36,0.6667,,0.194,0.789
univ_fac_uc_irvine_eli_bozorgzadeh,Eli Bozorgzadeh,univ_fac_uc_irvine,36,0.4167,,,
univ_fac_mit_victor_zue,Victor Zue,univ_fac_mit,36,0.8611,,,
univ_fac_mit_alexander_rakhlin,Alexander Rakhlin,univ_fac_mit,36,0.8333,,,
univ_uc_berkeley_maria_schriver,Maria Schriver,univ_uc_berkeley,36,0.0833,,,
univ_fac_mit_david_k_gifford,David K. Gifford,univ_fac_mit,36,0.6111,,,
univ_uc_irvine_ioan_andricioaei,Ioan Andricioaei,univ_uc_irvine,36,0.5556,,,
univ_uc_irvine_n_b_patel,N.B. Patel,univ_uc_irvine,36,0.0,,,
univ_mit_jonathan_hwang,Jonathan Hwang,univ_mit,36,0.3611,,,
univ_ucsd_charles_parker,Charles Parker,univ_ucsd,36,0.0833,,,
univ_mit_tom_glaser,Tom Glaser,univ_mit,36,0.1111,,,
univ_uc_irvine_glenn_healey,Glenn Healey,univ_uc_irvine,36,0.5556,,,
univ_fac_mit_david_a_sontag,David A. Sontag,univ_fac_mit,36,0.8333,,,
univ_fac_uc_irvine_paul_pearce,Paul Pearce,univ_fac_uc_irvine,36,0.4722,,,
univ_ucsd_shashi_kant_tiwari,Shashi Kant Tiwari,univ_ucsd,36,0.0833,,,
univ_uc_irvine_simone_chambers,Simone Chambers,univ_uc_irvine,36,0.5556,,,
univ_uc_irvine_harry_t_haigler,Harry T. Haigler,univ_uc_irvine,36,0.3333,,,
univ_fac_uc_irvine_aditi_majumder,Aditi Majumder,univ_fac_uc_irvine,36,0.6389,,,
univ_fac_uc_irvine_padhraic_smyth,Padhraic Smyth,univ_fac_uc_irvine,36,0.8611,,,
univ_uc_irvine_r_w_taft,R. W. TAFT,univ_uc_irvine,36,0.3611,,,
univ_uc_berkeley_herbert_m_evans,Herbert M. Evans,univ_uc_berkeley,36,0.0556,,,
imo_domagoj_evid,Domagoj Ćevid,imo_gold,36,0.0556,,0.361,0.728
imo_donat_nagy,Donát Nagy,imo_gold,36,0.0278,,0.278,0.74
univ_uc_irvine_william_h_batchelder,William H. Batchelder,univ_uc_irvine,36,0.6111,,,
univ_mit_hazhir_rahmandad,Hazhir Rahmandad,univ_mit,36,0.7222,,,
univ_fac_uc_irvine_thomas_zimmermann,Thomas Zimmermann,univ_fac_uc_irvine,36,0.5,,,
univ_mit_r_ahmad,R. Ahmad,univ_mit,36,0.0,,,
univ_fac_mit_jeffrey_lang,Jeffrey Lang,univ_fac_mit,36,0.4444,,,
univ_ucsd_robert_e_clark,Robert E. Clark,univ_ucsd,36,0.4722,,,
univ_uc_berkeley_heejung_bang,Heejung Bang,univ_uc_berkeley,36,0.25,,,
univ_ucsd_matthew_d_shin,Matthew D. Shin,univ_ucsd,36,0.2778,,,
univ_uc_irvine_bernard_c_k_choi,Bernard C. K. Choi,univ_uc_irvine,36,0.0278,,,
oa_author_marco_gruteser,Marco Gruteser,long_tail_researcher_openalex,36,0.6111,,0.139,0.822
univ_mit_namit_chaudhary,Namit Chaudhary,univ_mit,36,0.0833,,,
univ_uc_berkeley_ronald_w_wolff,Ronald W. Wolff,univ_uc_berkeley,36,0.6944,,,
univ_fac_mit_jae_s_lim,Jae S. Lim,univ_fac_mit,36,0.6111,,,
univ_mit_amala_mahadevan,Amala Mahadevan,univ_mit,36,0.5556,,,
univ_fac_ucsd_virginia_de_sa,Virginia de Sa,univ_fac_ucsd,36,0.6944,,,
imo_mengxi_wu,Mengxi Wu,imo_gold,36,0.0278,,0.5,0.611
univ_uc_berkeley_koushik_sen,Koushik Sen,univ_uc_berkeley,36,0.7778,,,
univ_mit_annapurna_poduri,Annapurna Poduri,univ_mit,36,0.6111,,,
univ_ucsd_k_seshadri,K. Seshadri,univ_ucsd,36,0.4444,,,
univ_fac_uc_irvine_sangeetha_abdu_jyothi,Sangeetha Abdu Jyothi,univ_fac_uc_irvine,36,0.5278,,,
univ_mit_samar_burney,Samar Burney,univ_mit,36,0.0278,,,
univ_uc_irvine_medha_m_pathak,Medha M. Pathak,univ_uc_irvine,36,0.3889,,,
univ_mit_qing_hu,Qing Hu,univ_mit,36,0.0278,,,
univ_fac_uc_berkeley_max_willsey,Max Willsey,univ_fac_uc_berkeley,36,0.5,,,
univ_ucsd_wei_ying,Wei Ying,univ_ucsd,36,0.1667,,,
oa_author_xuejun_yang,Xuejun Yang,long_tail_researcher_openalex,36,0.2222,,0.306,0.719
univ_ucsd_hadi_esmaeilzadeh,Hadi Esmaeilzadeh,univ_ucsd,36,0.6944,,,
univ_uc_irvine_travis_e_huxman,Travis E. Huxman,univ_uc_irvine,36,0.6389,,,
univ_uc_irvine_joseph_r_bishop,Joseph R. Bishop,univ_uc_irvine,36,0.1389,,,
univ_fac_uc_berkeley_sewon_min,Sewon Min,univ_fac_uc_berkeley,36,0.5556,,,
univ_ucsd_sahngki_hong,Sahngki Hong,univ_ucsd,36,0.1111,,,
univ_uc_berkeley_luca_mastroberardino,Luca Mastroberardino,univ_uc_berkeley,36,0.0,,,
univ_fac_uc_irvine_andr_van_der_hoek,André van der Hoek,univ_fac_uc_irvine,36,0.6944,,,
univ_uc_irvine_gerardo_a_okhuysen,Gerardo A. Okhuysen,univ_uc_irvine,36,0.6111,,,
univ_uc_irvine_elysia_poggi_davis,Elysia Poggi Davis,univ_uc_irvine,36,0.5833,,,
univ_uc_berkeley_russell_l_de_valois,Russell L. De Valois,univ_uc_berkeley,36,0.8056,,,
univ_fac_ucsd_earlence_fernandes,Earlence Fernandes,univ_fac_ucsd,36,0.6944,,,
univ_ucsd_george_sakoulas,George Sakoulas,univ_ucsd,36,0.6389,,,
univ_fac_uc_berkeley_lining_yao,Lining Yao,univ_fac_uc_berkeley,36,0.6389,,,
univ_ucsd_priyadarshini_pantham,Priyadarshini Pantham,univ_ucsd,36,0.1667,,,
univ_ucsd_fleur_m_ferguson,Fleur M. Ferguson,univ_ucsd,36,0.25,,,
univ_fac_uc_berkeley_rikky_muller,Rikky Muller,univ_fac_uc_berkeley,36,0.6667,,,
univ_ucsd_maria_del_mar_inda,Maria-del-Mar Inda,univ_ucsd,36,0.1667,,,
univ_ucsd_robert_l_engler,Robert L. Engler,univ_ucsd,36,0.4722,,,
univ_fac_uc_irvine_cristina_v_lopes,Cristina V. Lopes,univ_fac_uc_irvine,36,0.75,,,
univ_fac_uc_irvine_elaheh_bozorgzadeh,Elaheh Bozorgzadeh,univ_fac_uc_irvine,36,0.5278,,,
univ_fac_ucsd_biwei_huang,Biwei Huang,univ_fac_ucsd,36,0.4444,,,
univ_uc_irvine_claire_henchcliffe,Claire Henchcliffe,univ_uc_irvine,36,0.4722,,,
imo_bogdan_stankov,Bogdan Stankov,imo_gold,36,0.0278,,0.417,0.69
oa_author_tlin_ztrk,Tülin Öztürk,long_tail_researcher_openalex,36,0.1944,,0.5,0.662
univ_uc_irvine_gerardo_r_l_pez,Gerardo R. López,univ_uc_irvine,36,0.3333,,,
univ_uc_irvine_jonathon_e_ericson,Jonathon E. Ericson,univ_uc_irvine,36,0.5278,,,
univ_uc_irvine_robert_r_redfield,Robert R. Redfield,univ_uc_irvine,36,0.0,,,
univ_ucsd_david_g_victor,David G. Victor,univ_ucsd,36,0.8333,,,
univ_mit_hamlin_m_jennings,Hamlin M. Jennings,univ_mit,36,0.6111,,,
univ_fac_uc_irvine_richard_h_lathrop,Richard H. Lathrop,univ_fac_uc_irvine,36,0.5833,,,
univ_ucsd_martin_f_kagnoff,Martin F. Kagnoff,univ_ucsd,36,0.6667,,,
univ_ucsd_jiun_shyan_chen,Jiun‐Shyan Chen,univ_ucsd,36,0.7222,,,
univ_mit_erin_l_kelly,Erin L. Kelly,univ_mit,36,0.1667,,,
univ_mit_rory_p_o_shea,Rory P. O’Shea,univ_mit,36,0.25,,,
univ_ucsd_ted_j_case,TED J. CASE,univ_ucsd,36,0.6111,,,
univ_uc_irvine_faysal_a_yafi,Faysal A. Yafi,univ_uc_irvine,36,0.6667,,,
univ_ucsd_vincent_p_crawford,Vincent P. Crawford,univ_ucsd,36,0.6944,,,
univ_uc_irvine_eric_t_swanson,Eric T. Swanson,univ_uc_irvine,36,0.8333,,,
univ_ucsd_davor_hrovat,Davor Hrovat,univ_ucsd,36,0.3056,,,
univ_ucsd_david_m_ward,David M. Ward,univ_ucsd,36,0.1389,,,
univ_fac_uc_irvine_tony_givargis,Tony Givargis,univ_fac_uc_irvine,36,0.6667,,,
oa_author_maciek_chociej,Maciek Chociej,long_tail_researcher_openalex,36,0.4722,,0.389,0.741
imo_zhuo_qun_alex_song,Zhuo Qun (Alex) Song,imo_gold,36,0.5,,0.083,0.77
imo_suthee_ruangwises,Suthee Ruangwises,imo_gold,36,0.1944,,0.389,0.707
imo_posheng_wu,Po-Sheng Wu,imo_gold,36,0.0556,,0.278,0.771
univ_fac_uc_berkeley_sylvia_ratnasamy,Sylvia Ratnasamy,univ_fac_uc_berkeley,36,0.8056,,,
univ_fac_mit_samuel_madden,Samuel Madden,univ_fac_mit,36,0.7778,,,
univ_fac_uc_irvine_sergio_gago_masague,Sergio Gago-Masague,univ_fac_uc_irvine,36,0.2222,,,
univ_fac_ucsd_nikolay_a_atanasov,Nikolay A. Atanasov,univ_fac_ucsd,36,0.6389,,,
oa_author_ying_cheng,Ying Cheng,long_tail_researcher_openalex,36,0.0556,,0.667,0.575
oa_author_chao_ma,Chao Ma,long_tail_researcher_openalex,36,0.3611,,0.278,0.682
univ_uc_irvine_fred_fung,Fred Fung,univ_uc_irvine,36,0.0278,,,
oa_author_bradley_christensen,Bradley Christensen,long_tail_researcher_openalex,36,0.25,,0.528,0.658
univ_fac_uc_irvine_alexander_c_berg,Alexander C. Berg,univ_fac_uc_irvine,36,0.6111,,,
univ_mit_young_s_song,Young S. Song,univ_mit,36,0.0,,,
univ_fac_ucsd_ben_bergen,Ben Bergen,univ_fac_ucsd,36,0.5556,,,
univ_uc_irvine_surya_m_nauli,Surya M. Nauli,univ_uc_irvine,36,0.5833,,,
